filename,L*,b*,ITA
26_1_1_20170103181931657.jpg.chip.jpg,110.07640775500124,153.80544578908373,21.335616594799472
25_0_1_20170116002302626.jpg.chip.jpg,89.6505998545807,140.85870092098884,15.721487010305033
24_0_1_20170116010734667.jpg.chip.jpg,97.36709851045187,141.79102515959445,18.47255324883471
24_0_1_20170117204434040.jpg.chip.jpg,80.47950710597753,145.58692180763293,11.824438817187323
26_1_1_20170103225852672.jpg.chip.jpg,105.40409018473706,141.94351649648823,21.321939957802996
90_0_1_20170117194324750.jpg.chip.jpg,112.57753326509723,134.80376435801205,24.901296875907786
1_1_1_20170109194548732.jpg.chip.jpg,150.72867876784838,150.12840507113532,33.85964233367324
14_0_1_20170117133924867.jpg.chip.jpg,102.68329096121599,145.92116081570833,19.851580302290046
16_1_1_20170109213003514.jpg.chip.jpg,117.59637340496978,142.74484889187374,25.339747492800946
16_1_1_20170112191148791.jpg.chip.jpg,136.7640214571738,136.94575263807388,32.35691161380072
17_0_1_20170113132534529.jpg.chip.jpg,129.90097190786847,150.13998136067102,28.02085924740514
25_0_1_20170113151453752.jpg.chip.jpg,132.9944314944315,144.1990157990158,29.922783983740405
18_1_1_20170114030258171.jpg.chip.jpg,164.3456611942991,145.94223946118228,38.07867887745248
24_1_1_20170113011157712.jpg.chip.jpg,130.54561968458427,141.7052816998321,29.614002958486424
27_0_1_20170113150450280.jpg.chip.jpg,104.49006674519042,136.26881298259391,21.795080955045123
8_1_1_20170109203648153.jpg.chip.jpg,123.84539654603454,156.61863381366186,25.243790839187792
54_0_1_20170117190013790.jpg.chip.jpg,70.35269883388031,143.4727323510928,8.07397079754391
26_1_1_20170112213442439.jpg.chip.jpg,149.13603357709343,148.53558553919044,33.72004914666328
5_0_1_20170110213654372.jpg.chip.jpg,75.19197137077953,129.99816399564338,10.967247122479844
41_1_1_20170117135759031.jpg.chip.jpg,99.33244380258697,151.41036669596886,18.04661733727343
85_0_1_20170111210314652.jpg.chip.jpg,129.54868569991197,137.82958118475665,29.99150007131102
24_1_1_20170112204854107.jpg.chip.jpg,107.39521649051953,143.14447562350844,21.848813444140024
